index,name,isin,url,keyword,sheet
13,Abrdn Property Income Trust Ltd Ord 1p,GB0033875286,https://www.hl.co.uk/shares/shares-search-results/a/abrdn-property-income-trust-ltd-ord-1p,"This stock can be held in a Stocks and Shares ISA, Lifetime ISA, SIPP or Fund and Share Account",Investment
33,Baillie Gifford Shin Nippon Ord 2p Shares,GB00BFXYH242,https://www.hl.co.uk/shares/shares-search-results/b/baillie-gifford-shin-nippon-ord-2p-shares,"This stock can be held in a Stocks and Shares ISA, Lifetime ISA, SIPP or Fund and Share Account",Investment
53,BlackRock Smlr Cos Tst 25p,GB0006436108,https://www.hl.co.uk/shares/shares-search-results/b/blackrock-smlr-cos-tst-25p,"This stock can be held in a Stocks and Shares ISA, Lifetime ISA, SIPP or Fund and Share Account",Investment
73,City Of London Investment Trust Ord 25p,GB0001990497,https://www.hl.co.uk/shares/shares-search-results/c/city-of-london-investment-trust-ord-25p,"This stock can be held in a Stocks and Shares ISA, Lifetime ISA, SIPP or Fund and Share Account",Investment
93,Edinburgh Investment Trust Ord 25p Share,GB0003052338,https://www.hl.co.uk/shares/shares-search-results/e/edinburgh-investment-trust-ord-25p-share,"This stock can be held in a Stocks and Shares ISA, Lifetime ISA, SIPP or Fund and Share Account",Investment
113,Gabelli Merchant Partners Plc Ord USD0.01,GB00BD8P0741,https://www.hl.co.uk/shares/shares-search-results/g/gabelli-merchant-partners-plc-ord-usd0.01,"This stock can be held in a Stocks and Shares ISA, Lifetime ISA, SIPP or Fund and Share Account",Investment
133,Harbourvest Global Private Equity Ordinary,GG00BR30MJ80,https://www.hl.co.uk/shares/shares-search-results/h/harbourvest-global-private-equity-ordinary,"This stock can be held in a Stocks and Shares ISA, Lifetime ISA, SIPP or Fund and Share Account",Investment
153,JPM American Investment Trust Ordinary 5p,GB00BKZGVH64,https://www.hl.co.uk/shares/shares-search-results/j/jpm-american-investment-trust-ordinary-5p,"This stock can be held in a Stocks and Shares ISA, Lifetime ISA, SIPP or Fund and Share Account",Investment
173,Living REIT PLC ORD GBP0.01,GB00BF0P7H59,https://www.hl.co.uk/shares/shares-search-results/l/living-reit-plc-ord-gbp0.01,"This stock can be held in a Stocks and Shares ISA, Lifetime ISA, SIPP or Fund and Share Account",Investment
193,Monks Investment Trust Ordinary 5p,GB0030517261,https://www.hl.co.uk/shares/shares-search-results/m/monks-investment-trust-ordinary-5p,"This stock can be held in a Stocks and Shares ISA, Lifetime ISA, SIPP or Fund and Share Account",Investment
213,Octopus Renewables Infra Trust ORD GBP0.01,GB00BJM02935,https://www.hl.co.uk/shares/shares-search-results/o/octopus-renewables-infra-trust-ord-gbp0.01,"This stock can be held in a Stocks and Shares ISA, Lifetime ISA, SIPP or Fund and Share Account",Investment
233,Phoenix Spree Deutschland Ltd NPV,JE00B248KJ21,https://www.hl.co.uk/shares/shares-search-results/p/phoenix-spree-deutschland-ltd-npv,"This stock can be held in a Stocks and Shares ISA, Lifetime ISA, SIPP or Fund and Share Account",Investment
253,RTW Biotech Opportunities Ltd ORD NPV,GG00BKTRRM22,https://www.hl.co.uk/shares/shares-search-results/r/rtw-venture-fund-limited-ord-npv,"This stock can be held in a Stocks and Shares ISA, Lifetime ISA, SIPP or Fund and Share Account",Investment
273,Seneca Growth Capital VCT Plc Ord 1p,GB0031256109,https://www.hl.co.uk/shares/shares-search-results/s/seneca-growth-capital-vct-plc-ord-1p,"This stock can be held in a Stocks and Shares ISA, Lifetime ISA, SIPP or Fund and Share Account",Investment
293,Tufton Assets Limited ORD NPV (GBP),GG00BSFVPB94,https://www.hl.co.uk/shares/shares-search-results/t/tufton-assets-limited-ord-npv-gbp,"This stock can be held in a Stocks and Shares ISA, Lifetime ISA, SIPP or Fund and Share Account",Investment
